=== LOG DLA 60 FLOWS ===

===== RUN 0 =====
FLOW 0 IP: 13 -> 9 -> 6 | ACCEPTED
FLOW 0 CSPF: 7 -> 11 -> 6 -> 9 | ACCEPTED
FLOW 0 WEIGHTED: 7 -> 11 -> 6 -> 9 | ACCEPTED
FLOW 1 IP: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 1 CSPF: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 1 WEIGHTED: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 2 IP: 8 -> 7 | ACCEPTED
FLOW 2 CSPF: 8 -> 7 | ACCEPTED
FLOW 2 WEIGHTED: 8 -> 7 | ACCEPTED
FLOW 3 IP: 5 -> 0 -> 8 | ACCEPTED
FLOW 3 CSPF: 5 -> 0 -> 8 | ACCEPTED
FLOW 3 WEIGHTED: 5 -> 0 -> 8 | ACCEPTED
FLOW 4 IP: 0 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 4 CSPF: 0 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 4 WEIGHTED: 0 -> 8 -> 6 -> 11 | ACCEPTED
FLOW 5 IP: 11 -> 7 | ACCEPTED
FLOW 5 CSPF: 11 -> 7 | ACCEPTED
FLOW 5 WEIGHTED: 11 -> 7 | ACCEPTED
FLOW 6 IP: 2 -> 7 -> 3 | ACCEPTED
FLOW 6 CSPF: 2 -> 7 -> 3 | ACCEPTED
FLOW 6 WEIGHTED: 2 -> 7 -> 3 | ACCEPTED
FLOW 7 IP: 2 -> 6 -> 8 | ACCEPTED
FLOW 7 CSPF: 2 -> 6 -> 8 | ACCEPTED
FLOW 7 WEIGHTED: 2 -> 6 -> 8 | ACCEPTED
FLOW 8 IP: 12 -> 11 | ACCEPTED
FLOW 8 CSPF: 12 -> 11 | ACCEPTED
FLOW 8 WEIGHTED: 12 -> 11 | ACCEPTED
FLOW 9 IP: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 9 CSPF: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 9 WEIGHTED: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 10 IP: 4 -> 5 -> 3 | ACCEPTED
FLOW 10 CSPF: 4 -> 5 -> 3 | ACCEPTED
FLOW 10 WEIGHTED: 4 -> 5 -> 3 | ACCEPTED
FLOW 11 IP: 12 -> 10 -> 6 | ACCEPTED
FLOW 11 CSPF: 12 -> 10 -> 6 | ACCEPTED
FLOW 11 WEIGHTED: 12 -> 10 -> 6 | ACCEPTED
FLOW 12 IP: 4 -> 14 | ACCEPTED
FLOW 12 CSPF: 4 -> 14 | ACCEPTED
FLOW 12 WEIGHTED: 4 -> 14 | ACCEPTED
FLOW 13 IP: 4 -> 5 | ACCEPTED
FLOW 13 CSPF: 4 -> 5 | ACCEPTED
FLOW 13 WEIGHTED: 4 -> 5 | ACCEPTED
FLOW 14 IP: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 14 CSPF: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 14 WEIGHTED: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 15 IP: 6 -> 8 -> 0 | ACCEPTED
FLOW 15 CSPF: 6 -> 8 -> 0 | ACCEPTED
FLOW 15 WEIGHTED: 6 -> 8 -> 0 | ACCEPTED
FLOW 16 IP: 7 -> 2 | ACCEPTED
FLOW 16 CSPF: 7 -> 2 | ACCEPTED
FLOW 16 WEIGHTED: 7 -> 2 | ACCEPTED
FLOW 17 IP: 6 -> 11 | ACCEPTED
FLOW 17 CSPF: 6 -> 11 | ACCEPTED
FLOW 17 WEIGHTED: 6 -> 11 | ACCEPTED
FLOW 18 IP: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 18 CSPF: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 18 WEIGHTED: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 19 IP: 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 19 CSPF: 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 19 WEIGHTED: 9 -> 6 -> 7 -> 3 | ACCEPTED
FLOW 20 IP: 0 -> 8 -> 14 | ACCEPTED
FLOW 20 CSPF: 0 -> 8 -> 14 | ACCEPTED
FLOW 20 WEIGHTED: 0 -> 8 -> 14 | ACCEPTED
FLOW 21 IP: 8 -> 14 | ACCEPTED
FLOW 21 CSPF: 8 -> 14 | ACCEPTED
FLOW 21 WEIGHTED: 8 -> 14 | ACCEPTED
FLOW 22 IP: 1 -> 6 -> 9 | ACCEPTED
FLOW 22 CSPF: 1 -> 6 -> 9 | ACCEPTED
FLOW 22 WEIGHTED: 1 -> 6 -> 9 | ACCEPTED
FLOW 23 IP: 14 -> 8 -> 7 -> 3 | ACCEPTED
FLOW 23 CSPF: NONE | REJECTED
FLOW 23 WEIGHTED: NONE | REJECTED
FLOW 24 IP: 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 24 CSPF: 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 24 WEIGHTED: 6 -> 7 -> 3 | ACCEPTED
FLOW 25 IP: 9 -> 6 -> 2 | ACCEPTED
FLOW 25 CSPF: 9 -> 6 -> 2 | ACCEPTED
FLOW 25 WEIGHTED: 9 -> 6 -> 2 | ACCEPTED
FLOW 26 IP: 9 -> 6 -> 11 | ACCEPTED
FLOW 26 CSPF: 9 -> 6 -> 11 | ACCEPTED
FLOW 26 WEIGHTED: 9 -> 6 -> 11 | ACCEPTED
FLOW 27 IP: 4 -> 6 -> 8 | ACCEPTED
FLOW 27 CSPF: 4 -> 6 -> 8 | ACCEPTED
FLOW 27 WEIGHTED: 4 -> 8 | ACCEPTED
FLOW 28 IP: 2 -> 6 -> 11 | ACCEPTED
FLOW 28 CSPF: 2 -> 6 -> 11 | ACCEPTED
FLOW 28 WEIGHTED: 2 -> 6 -> 11 | ACCEPTED
FLOW 29 IP: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 29 CSPF: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 29 WEIGHTED: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 30 IP: 11 -> 6 | ACCEPTED
FLOW 30 CSPF: 11 -> 6 | ACCEPTED
FLOW 30 WEIGHTED: 11 -> 6 | ACCEPTED
FLOW 31 IP: 9 -> 6 -> 8 | ACCEPTED
FLOW 31 CSPF: 9 -> 6 -> 8 | ACCEPTED
FLOW 31 WEIGHTED: 9 -> 13 -> 8 | ACCEPTED
FLOW 32 IP: 5 -> 13 | ACCEPTED
FLOW 32 CSPF: 5 -> 13 | ACCEPTED
FLOW 32 WEIGHTED: 5 -> 13 | ACCEPTED
FLOW 33 IP: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 33 CSPF: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 33 WEIGHTED: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 34 IP: 5 -> 0 -> 8 -> 6 -> 1 | ACCEPTED
FLOW 34 CSPF: 5 -> 0 -> 8 -> 6 -> 1 | ACCEPTED
FLOW 34 WEIGHTED: 5 -> 4 -> 6 -> 1 | ACCEPTED
FLOW 35 IP: 7 -> 3 | ACCEPTED
FLOW 35 CSPF: 7 -> 3 | ACCEPTED
FLOW 35 WEIGHTED: 7 -> 3 | ACCEPTED
FLOW 36 IP: 9 -> 6 -> 11 | ACCEPTED
FLOW 36 CSPF: 9 -> 6 -> 11 | ACCEPTED
FLOW 36 WEIGHTED: 9 -> 6 -> 11 | ACCEPTED
FLOW 37 IP: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 37 CSPF: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 37 WEIGHTED: 12 -> 6 -> 9 | ACCEPTED
FLOW 38 IP: 6 -> 1 | ACCEPTED
FLOW 38 CSPF: 6 -> 1 | ACCEPTED
FLOW 38 WEIGHTED: 6 -> 1 | ACCEPTED
FLOW 39 IP: 7 -> 4 | ACCEPTED
FLOW 39 CSPF: 7 -> 4 | ACCEPTED
FLOW 39 WEIGHTED: 7 -> 4 | ACCEPTED
FLOW 40 IP: 1 -> 6 -> 4 | ACCEPTED
FLOW 40 CSPF: 1 -> 6 -> 4 | ACCEPTED
FLOW 40 WEIGHTED: 1 -> 6 -> 4 | ACCEPTED
FLOW 41 IP: 8 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 41 CSPF: 8 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 41 WEIGHTED: 8 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 42 IP: 6 -> 10 -> 12 | ACCEPTED
FLOW 42 CSPF: 6 -> 10 -> 12 | ACCEPTED
FLOW 42 WEIGHTED: 6 -> 10 -> 12 | ACCEPTED
FLOW 43 IP: 6 -> 11 -> 7 | ACCEPTED
FLOW 43 CSPF: 6 -> 11 -> 7 | ACCEPTED
FLOW 43 WEIGHTED: 6 -> 7 | ACCEPTED
FLOW 44 IP: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 44 CSPF: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 44 WEIGHTED: 12 -> 11 -> 3 | ACCEPTED
FLOW 45 IP: 1 -> 6 | ACCEPTED
FLOW 45 CSPF: 1 -> 6 | ACCEPTED
FLOW 45 WEIGHTED: 1 -> 6 | ACCEPTED
FLOW 46 IP: 12 -> 10 -> 6 | ACCEPTED
FLOW 46 CSPF: 12 -> 10 -> 6 | ACCEPTED
FLOW 46 WEIGHTED: 12 -> 6 | ACCEPTED
FLOW 47 IP: 13 -> 9 -> 6 -> 8 | ACCEPTED
FLOW 47 CSPF: 13 -> 9 -> 6 -> 8 | ACCEPTED
FLOW 47 WEIGHTED: 13 -> 8 | ACCEPTED
FLOW 48 IP: 10 -> 6 -> 4 | ACCEPTED
FLOW 48 CSPF: 10 -> 6 -> 4 | ACCEPTED
FLOW 48 WEIGHTED: 10 -> 4 | ACCEPTED
FLOW 49 IP: 13 -> 14 | ACCEPTED
FLOW 49 CSPF: 13 -> 14 | ACCEPTED
FLOW 49 WEIGHTED: 13 -> 14 | ACCEPTED
FLOW 50 IP: 0 -> 10 -> 12 | ACCEPTED
FLOW 50 CSPF: 0 -> 10 -> 12 | ACCEPTED
FLOW 50 WEIGHTED: 0 -> 10 -> 12 | ACCEPTED
FLOW 51 IP: 2 -> 6 -> 1 | ACCEPTED
FLOW 51 CSPF: 2 -> 6 -> 1 | ACCEPTED
FLOW 51 WEIGHTED: 2 -> 6 -> 1 | ACCEPTED
FLOW 52 IP: 0 -> 8 -> 7 | ACCEPTED
FLOW 52 CSPF: 0 -> 8 -> 7 | ACCEPTED
FLOW 52 WEIGHTED: 0 -> 7 | ACCEPTED
FLOW 53 IP: 6 -> 4 | ACCEPTED
FLOW 53 CSPF: 6 -> 4 | ACCEPTED
FLOW 53 WEIGHTED: 6 -> 4 | ACCEPTED
FLOW 54 IP: 12 -> 5 | ACCEPTED
FLOW 54 CSPF: 12 -> 5 | ACCEPTED
FLOW 54 WEIGHTED: 12 -> 5 | ACCEPTED
FLOW 55 IP: 7 -> 8 | ACCEPTED
FLOW 55 CSPF: 7 -> 8 | ACCEPTED
FLOW 55 WEIGHTED: 7 -> 8 | ACCEPTED
FLOW 56 IP: 1 -> 6 -> 11 | ACCEPTED
FLOW 56 CSPF: 1 -> 6 -> 11 | ACCEPTED
FLOW 56 WEIGHTED: 1 -> 6 -> 11 | ACCEPTED
FLOW 57 IP: 11 -> 6 -> 1 | ACCEPTED
FLOW 57 CSPF: 11 -> 6 -> 1 | ACCEPTED
FLOW 57 WEIGHTED: 11 -> 6 -> 1 | ACCEPTED
FLOW 58 IP: 7 -> 2 | ACCEPTED
FLOW 58 CSPF: 7 -> 2 | ACCEPTED
FLOW 58 WEIGHTED: 7 -> 2 | ACCEPTED
FLOW 59 IP: 12 -> 10 -> 6 | ACCEPTED
FLOW 59 CSPF: 12 -> 10 -> 6 | ACCEPTED
FLOW 59 WEIGHTED: 12 -> 10 -> 6 | ACCEPTED
